id,gen,sp,ssp,grp,en,rec,cnt,loc,lat,lon,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
818033,Seiurus,aurocapilla,,birds,Ovenbird,Bobby Wilcox,United States,"Stephens State Forest - Thousand Acre Unit, Monroe County, Iowa",41.1132,-93.083,300,song,male,adult,field recording,//xeno-canto.org/818033,https://xeno-canto.org/818033/download,XC818033-230715_1749OVEN-15m-mp3-amp.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC818033-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC818033-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC818033-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/ffts/XC818033-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC818033-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC818033-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YHKQPPJDVP/wave/XC818033-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:27,07:00,2023-07-15,2023-07-21,[],about 10m away in deciduous forest,yes,no,,,no,Tascam DR100MKIII,,48000.0
805863,Seiurus,aurocapilla,,birds,Ovenbird,David A. Brinkman,United States,"Nada, Powell County, Kentucky",37.8337,-83.6593,220,song,male,adult,field recording,//xeno-canto.org/805863,https://xeno-canto.org/805863/download,XC805863-OVEN-May-10-2023-DBNF-Bridge-Area-KY-A1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC805863-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC805863-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC805863-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC805863-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC805863-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC805863-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC805863-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:53,08:53,2023-05-10,2023-06-01,"['Icteria virens', 'Vermivora cyanoptera', 'Thryothorus ludovicianus', 'Vireo olivaceus', 'Vireo griseus', 'Setophaga cerulea', 'Setophaga citrina']",Bird singing from heavily wooded hillside with dense understory.,no,no,,,no,Olympus WS - 852 digital voice recorder,built-in,44100.0
797247,Seiurus,aurocapilla,,birds,Ovenbird,steve,United States,"Cherry Lane, Alleghany County, North Carolina",36.4317,-81.0457,900,song,male,adult,field recording,//xeno-canto.org/797247,https://xeno-canto.org/797247/download,XC797247-oven043023.wav,"{'small': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/ffts/XC797247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/ffts/XC797247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/ffts/XC797247-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/ffts/XC797247-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/wave/XC797247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/wave/XC797247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQVHGWMGMC/wave/XC797247-large.png'}",//creativecommons.org/licenses/by-sa/4.0/,A,0:25,13:00,2023-04-30,2023-05-01,[],,no,yes,,,no,Zoom H4n Pro,Movo VXR10 Pro,44100.0
784050,Seiurus,aurocapilla,,birds,Ovenbird,Whitney Neufeld-Kaiser,United States,"Swanton Township (near  Swanton), Lucas County, Ohio",41.5495,-83.8537,200,song,uncertain,adult,field recording,//xeno-canto.org/784050,https://xeno-canto.org/784050/download,XC784050-Ovenbird-Oak-Openings-May-2022-Edited.wav,"{'small': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC784050-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC784050-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC784050-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/ffts/XC784050-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC784050-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC784050-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQLSWYNMJK/wave/XC784050-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,07:44,2022-05-15,2023-03-05,"['Corvus brachyrhynchos', 'Passerina cyanea', 'Baeolophus bicolor', 'Molothrus ater']",Recording normalized to -3dB.  Beginning and end trimmed to remove noises by the recordist but otherwise no modifications.,no,no,,,no,iPhone SE,,48000.0
727279,Seiurus,aurocapilla,,birds,Ovenbird,William Whitehead,United States,"Hopewell Township, Mercer County, New Jersey",40.3177,-74.8912,40,song,,,field recording,//xeno-canto.org/727279,https://xeno-canto.org/727279/download,XC727279-Ovenbird3.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC727279-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC727279-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC727279-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/ffts/XC727279-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC727279-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC727279-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MGVGHKBMIZ/wave/XC727279-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:54,08:30,2022-05-27,2022-05-27,[],,yes,no,,,no,,,48000.0
726815,Seiurus,aurocapilla,,birds,Ovenbird,David A. Brinkman,United States,"Harrison Township (near  Harrison), Hamilton County, Ohio",39.2453,-84.7581,200,song,male,adult,field recording,//xeno-canto.org/726815,https://xeno-canto.org/726815/download,XC726815-OVEN MWF 5-11-22.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC726815-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC726815-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC726815-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/ffts/XC726815-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC726815-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC726815-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IUWJMMZJNL/wave/XC726815-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:36,13:33,2022-05-11,2022-05-25,"['Melanerpes carolinus', 'Contopus virens', 'Baeolophus bicolor', 'Hylocichla mustelina', 'Vireo olivaceus']","Bird recorded from truck with windows down. Mature deciduous forest with oak, hickory, maple and beech. Dense understory.",no,no,,,no,,,44100.0
691643,Seiurus,aurocapilla,,birds,Ovenbird,Christopher McPherson,United States,"Cow Path Lane, Hollis, Hillsborough County, New Hampshire",42.7348,-71.6067,90,song,male,adult,field recording,//xeno-canto.org/691643,https://xeno-canto.org/691643/download,XC691643-Ovenbird_29Apr2021_BBA Hollis NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691643-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691643-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691643-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691643-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691643-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691643-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691643-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:50,06:00,2021-04-29,2021-12-15,"['Setophaga pinus', 'Vireo solitarius', 'Corthylio calendula', 'Branta canadensis', 'Sitta carolinensis', 'Setophaga virens', 'Poecile atricapillus']",,yes,no,,,no,,,44100.0
691641,Seiurus,aurocapilla,,birds,Ovenbird,Christopher McPherson,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",42.7463,-71.7074,110,song,male,adult,field recording,//xeno-canto.org/691641,https://xeno-canto.org/691641/download,XC691641-Ovenbird_20Jun2021_Lancy Brook Brookline NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691641-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691641-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691641-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691641-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691641-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691641-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691641-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:29,10:30,2021-06-20,2021-12-15,"['Vireo solitarius', 'Baeolophus bicolor']",,yes,no,,,no,,,48000.0
691640,Seiurus,aurocapilla,,birds,Ovenbird,Christopher McPherson,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",42.7463,-71.7074,110,song,male,adult,field recording,//xeno-canto.org/691640,https://xeno-canto.org/691640/download,XC691640-Ovenbird_16May2021_Lancy Brook Brookline NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691640-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691640-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691640-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691640-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691640-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691640-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691640-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:47,06:00,2021-05-16,2021-12-15,['Mniotilta varia'],,yes,no,,,no,,,48000.0
691639,Seiurus,aurocapilla,,birds,Ovenbird,Christopher McPherson,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",42.7463,-71.7074,110,song,male,adult,field recording,//xeno-canto.org/691639,https://xeno-canto.org/691639/download,XC691639-Ovenbird_09May2021_Lancy Brook Brookline NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691639-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691639-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691639-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691639-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691639-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691639-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691639-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:54,07:00,2021-05-09,2021-12-15,"['Agelaius phoeniceus', 'Geothlypis trichas', 'Baeolophus bicolor', 'Poecile atricapillus']",,yes,no,,,no,,,48000.0
691637,Seiurus,aurocapilla,,birds,Ovenbird,Christopher McPherson,United States,"Cow Path Lane, Hollis, Hillsborough County, New Hampshire",42.7348,-71.6067,90,song,male,adult,field recording,//xeno-canto.org/691637,https://xeno-canto.org/691637/download,XC691637-Ovenbird_06May2021_BBA Hollis NH.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691637-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/ffts/XC691637-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNIFQCMOLA/wave/XC691637-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:42,06:00,2021-05-06,2021-12-15,"['Troglodytes hiemalis', 'Cardinalis cardinalis', 'Setophaga virens']",,yes,no,,,no,,,48000.0
658711,Seiurus,aurocapilla,,birds,Ovenbird,Valerie Heemstra,United States,"Escanaba Township (near  Gladstone), Delta County, Michigan",45.8582,-87.1319,220,alarm call,uncertain,adult,field recording,//xeno-canto.org/658711,https://xeno-canto.org/658711/download,XC658711-MIXPRE-4915XCOvenbirdalarmchips6-23-21D11Rd=L.25Lnoff426onwaytoCornell.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC658711-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC658711-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC658711-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/ffts/XC658711-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC658711-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC658711-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZEFHZHEMLK/wave/XC658711-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:40,08:00,2021-06-23,2021-06-23,['Vireo olivaceus'],"I was walking in the woods, not too far from its edge on the meadow, when a pair of adult Ovenbirds became agitated and flew onto low branches of nearby trees, scolding me.  One circled around me and continued scolding. I believe I was very near their nest, so I left, watching the ground.  I did not see the nest.  These were alarm chip notes that I recorded.  Both birds' slight crests were raised.  ",yes,no,,,no,,,48000.0
